station,catchment,zone,sample_date,year,month,season,ec_us_cm,total_n_mg_l,nox_n_mg_l,total_p_mg_l,reactive_p_mg_l,tss_mg_l,turbidity_ntu,do_sat_pct,ph,risk_score,high_concern,turbidity_ntu_bad,tss_mg_l_bad,total_n_mg_l_bad,total_p_mg_l_bad,do_sat_pct_bad,next_month_high_concern
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2020-06-05 12:01:00,2020,6,winter,144.6,0.6,0.01,0.37,0.01,5.0,,92.2,8.31,1,0.0,0,0,0,1,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2020-06-05 12:56:00,2020,6,winter,130.5,0.2,0.05,0.03,0.01,5.0,,100.4,8.18,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2020-06-05 14:37:00,2020,6,winter,138.1,0.8,0.21,0.26,0.01,5.0,,92.4,8.45,1,0.0,0,0,0,1,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2020-06-09 10:55:00,2020,6,winter,198.2,0.5,0.02,0.29,0.01,6.0,0.39,103.2,7.88,1,0.0,0,0,0,1,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2020-06-15 13:42:00,2020,6,winter,67.4,0.2,0.05,0.01,0.01,5.0,1.59,108.3,6.68,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2020-06-16 10:36:00,2020,6,winter,156.3,0.3,0.23,0.03,0.01,5.0,4.13,94.4,7.74,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2020-06-16 16:17:00,2020,6,winter,124.1,0.9,0.86,0.01,0.01,5.0,3.31,97.6,7.27,1,0.0,0,0,1,0,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2020-06-17 09:33:00,2020,6,winter,226.4,1.2,0.57,0.03,0.01,6.0,28.3,88.8,7.62,1,0.0,0,0,1,0,0,0.0
RICHMOND RIVER AT WIANGAREE,Richmond,Far North Coast,2020-06-17 13:36:00,2020,6,winter,155.6,0.3,0.08,0.06,0.04,9.0,11.6,102.5,7.88,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2020-06-17 15:33:00,2020,6,winter,159.6,0.3,0.07,0.03,0.02,5.0,8.46,98.3,7.65,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2020-06-18 08:50:00,2020,6,winter,706.0,,,,,,38.3,91.6,7.96,1,0.0,1,0,0,0,0,0.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2020-06-18 09:40:00,2020,6,winter,623.0,,,,,,52.4,87.8,7.93,1,0.0,1,0,0,0,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2020-06-18 09:40:00,2020,6,winter,314.7,0.1,0.01,2.13,0.03,5.0,7.61,95.4,7.93,1,0.0,0,0,0,1,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2020-06-18 10:14:00,2020,6,winter,805.0,,,,,,9.5,77.8,7.38,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2020-06-18 10:35:00,2020,6,winter,565.0,,,,,,65.0,88.3,7.9,1,0.0,1,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2020-06-18 11:28:00,2020,6,winter,94.3,0.1,0.01,0.03,0.01,5.0,7.25,101.3,7.71,0,0.0,0,0,0,0,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2020-06-18 11:33:00,2020,6,winter,846.0,,,,,,21.7,96.2,8.18,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2020-06-18 12:33:00,2020,6,winter,357.0,,,,,,36.7,90.7,8.08,1,0.0,1,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2020-06-18 13:27:00,2020,6,winter,58.3,0.3,0.26,0.01,0.01,5.0,5.24,99.3,7.54,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2020-06-18 13:43:00,2020,6,winter,157.2,,,,,,12.6,100.3,8.27,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2020-06-18 15:41:00,2020,6,winter,206.5,,,,,,3.56,101.8,8.04,0,0.0,0,0,0,0,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2020-06-19 08:45:00,2020,6,winter,169.2,,,,,,1.78,103.0,7.83,0,0.0,0,0,0,0,0,0.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2020-06-19 09:26:00,2020,6,winter,510.0,,,,,,25.9,82.6,7.38,0,0.0,0,0,0,0,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2020-06-19 10:41:00,2020,6,winter,218.5,,,,,,9.41,89.8,7.52,0,0.0,0,0,0,0,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2020-07-07 08:47:00,2020,7,winter,285.2,0.2,0.01,0.01,0.01,5.0,0.02,81.0,,0,0.0,0,0,0,0,0,0.0
LITTLE PLAINS RIVER AT WELLESLEY (ROWES),Snowy,South Coast,2020-07-07 12:05:00,2020,7,winter,63.4,0.2,0.01,0.01,0.01,6.0,0.59,90.1,,0,0.0,0,0,0,0,0,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2020-07-08 14:18:00,2020,7,winter,125.8,0.2,0.13,0.02,0.01,5.0,0.06,95.9,,0,0.0,0,0,0,0,0,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2020-07-08 16:21:00,2020,7,winter,143.4,0.1,0.01,0.01,0.01,5.0,0.03,95.7,,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2020-07-08 17:04:00,2020,7,winter,128.2,0.1,0.01,0.01,0.01,5.0,0.12,99.4,,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2020-07-09 09:08:00,2020,7,winter,226.4,0.6,0.25,0.01,0.01,5.0,1.18,95.8,,0,0.0,0,0,0,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2020-07-09 09:56:00,2020,7,winter,143.2,0.3,0.06,0.01,0.01,5.0,1.51,87.8,,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2020-07-15 09:16:00,2020,7,winter,194.9,0.2,0.01,0.01,0.01,6.0,2.87,94.5,8.0,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2020-07-15 11:38:00,2020,7,winter,273.6,0.1,0.01,0.04,0.04,6.0,5.99,106.2,8.15,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT WIANGAREE,Richmond,Far North Coast,2020-07-15 12:57:00,2020,7,winter,175.9,0.1,0.01,0.04,0.04,8.0,8.17,102.8,7.98,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2020-07-15 14:49:00,2020,7,winter,173.5,0.1,0.01,0.01,0.01,5.0,2.52,104.3,7.72,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2020-07-16 12:04:00,2020,7,winter,100.9,0.2,0.01,0.01,0.01,5.0,3.36,110.1,8.07,0,0.0,0,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2020-07-16 13:51:00,2020,7,winter,50.2,0.1,0.07,0.02,0.01,5.0,2.69,99.2,7.58,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2020-07-20 08:28:00,2020,7,winter,68.7,0.1,0.01,0.01,0.01,5.0,1.22,92.1,7.0,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2020-07-20 09:06:00,2020,7,winter,877.0,0.6,0.2,0.05,0.01,24.0,25.0,93.3,8.22,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2020-07-20 10:15:00,2020,7,winter,894.0,0.3,0.04,0.04,0.01,28.0,33.2,95.3,8.22,1,0.0,1,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2020-07-20 10:45:00,2020,7,winter,166.8,0.1,0.01,0.01,0.01,6.0,3.32,93.5,7.74,0,0.0,0,0,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2020-07-20 10:45:00,2020,7,winter,900.0,0.4,0.05,0.01,0.01,5.0,9.66,71.1,7.23,1,0.0,0,0,0,0,1,1.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2020-07-20 11:05:00,2020,7,winter,811.0,0.4,0.03,0.09,0.02,40.0,41.0,95.5,8.23,2,1.0,1,1,0,0,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2020-07-20 11:53:00,2020,7,winter,753.0,0.3,0.01,0.07,0.02,26.0,22.8,99.3,8.27,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2020-07-20 12:49:00,2020,7,winter,562.0,0.8,0.39,0.05,0.02,24.0,23.4,84.5,7.84,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2020-07-20 13:02:00,2020,7,winter,127.8,0.2,0.03,0.01,0.01,5.0,1.16,101.6,7.61,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2020-07-20 14:34:00,2020,7,winter,117.1,0.3,0.13,0.03,0.01,14.0,10.0,97.1,8.35,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2020-07-21 09:07:00,2020,7,winter,210.4,0.2,0.01,0.01,0.01,5.0,3.7,94.8,7.92,0,0.0,0,0,0,0,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2020-07-21 10:44:00,2020,7,winter,162.9,0.1,0.01,0.01,0.01,5.0,1.4,101.0,7.97,0,0.0,0,0,0,0,0,0.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2020-07-21 11:22:00,2020,7,winter,571.0,1.0,0.29,0.06,0.01,16.0,27.0,82.2,7.56,1,0.0,0,0,1,0,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2020-07-21 12:58:00,2020,7,winter,208.0,0.6,0.15,0.02,0.01,5.0,9.1,90.4,7.81,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2020-08-10 09:11:00,2020,8,winter,70.5,0.1,0.08,0.01,0.01,5.0,1.09,94.3,7.11,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2020-08-10 14:55:00,2020,8,winter,190.1,0.4,0.01,0.01,0.01,6.0,4.96,107.0,8.16,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2020-08-10 17:20:00,2020,8,winter,134.1,0.1,0.11,0.01,0.01,5.0,1.3,101.0,7.71,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2020-08-18 09:36:00,2020,8,winter,247.2,0.2,0.01,0.01,0.01,5.0,1.31,90.5,8.06,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2020-08-18 12:03:00,2020,8,winter,259.7,0.3,0.01,0.05,0.01,8.0,5.59,105.7,8.64,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT WIANGAREE,Richmond,Far North Coast,2020-08-18 13:16:00,2020,8,winter,167.9,0.1,0.01,0.06,0.03,5.0,3.98,101.6,8.04,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2020-08-18 15:20:00,2020,8,winter,169.2,0.1,0.01,0.02,0.01,5.0,2.14,97.2,7.74,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2020-08-19 09:53:00,2020,8,winter,109.7,0.1,0.01,0.01,0.01,5.0,2.95,101.3,7.91,0,0.0,0,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2020-08-19 11:42:00,2020,8,winter,53.0,0.1,0.06,0.01,0.01,5.0,1.82,91.2,7.35,0,0.0,0,0,0,0,0,1.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2020-08-20 09:05:00,2020,8,winter,440.2,1.1,0.48,0.17,0.02,44.0,60.0,90.1,7.33,4,1.0,1,1,1,1,0,1.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2020-08-20 10:08:00,2020,8,winter,425.6,1.0,0.45,0.08,0.01,36.0,48.0,90.8,7.55,3,1.0,1,1,1,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2020-08-20 10:37:00,2020,8,winter,286.4,1.0,0.36,0.02,0.01,5.0,13.0,83.8,7.23,1,0.0,0,0,1,0,0,1.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2020-08-20 10:56:00,2020,8,winter,566.0,1.0,0.55,0.12,0.03,58.0,67.4,92.4,7.94,3,1.0,1,1,1,0,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2020-08-20 11:43:00,2020,8,winter,544.0,0.7,0.3,0.09,0.03,24.0,28.0,95.3,8.2,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2020-08-20 12:41:00,2020,8,winter,555.0,0.6,0.19,0.06,0.01,17.0,14.4,93.1,8.17,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2020-08-20 14:22:00,2020,8,winter,177.6,0.5,0.27,0.06,0.01,5.0,3.8,97.8,8.15,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2020-08-20 16:27:00,2020,8,winter,180.2,0.3,0.06,0.06,0.01,5.0,2.5,104.4,8.31,0,0.0,0,0,0,0,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2020-08-21 09:13:00,2020,8,winter,155.5,0.3,0.06,0.09,0.01,5.0,1.8,99.8,7.95,0,0.0,0,0,0,0,0,0.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2020-08-21 09:59:00,2020,8,winter,503.0,0.6,0.18,0.06,0.02,5.0,7.1,82.3,7.48,0,0.0,0,0,0,0,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2020-08-21 12:12:00,2020,8,winter,217.3,0.3,0.12,0.02,0.01,5.0,6.0,89.5,7.67,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2020-09-08 08:30:00,2020,9,spring,217.6,0.3,0.03,0.01,0.01,5.0,1.38,96.5,8.09,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2020-09-08 10:43:00,2020,9,spring,294.5,0.2,0.05,0.06,0.04,8.0,4.95,108.8,8.09,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT WIANGAREE,Richmond,Far North Coast,2020-09-08 11:47:00,2020,9,spring,172.3,0.2,0.04,0.07,0.04,63.0,5.85,107.0,7.99,1,0.0,0,1,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2020-09-08 13:44:00,2020,9,spring,184.1,0.2,0.05,0.02,0.01,5.0,2.01,98.7,7.54,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2020-09-09 09:36:00,2020,9,spring,132.4,0.2,0.02,0.01,0.01,5.0,1.78,100.8,7.76,0,0.0,0,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2020-09-09 11:24:00,2020,9,spring,55.9,0.2,0.13,0.01,0.01,5.0,1.81,98.0,7.49,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2020-09-14 07:22:00,2020,9,spring,67.4,0.1,0.04,0.01,0.01,10.0,1.34,87.6,6.95,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2020-09-14 09:10:00,2020,9,spring,197.9,0.3,0.01,0.01,0.01,9.0,4.72,93.8,7.83,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2020-09-14 11:20:00,2020,9,spring,130.8,0.1,0.04,0.01,0.01,7.0,1.89,100.9,7.59,0,0.0,0,0,0,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2020-09-14 12:54:00,2020,9,spring,114.3,0.3,0.12,0.01,0.01,5.0,0.06,111.6,8.8,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2020-09-15 07:59:00,2020,9,spring,114.9,0.6,0.4,0.03,0.01,5.0,,93.4,7.32,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2020-09-15 16:52:00,2020,9,spring,102.8,0.3,0.3,0.02,0.01,5.0,,100.2,7.32,0,0.0,0,0,0,0,0,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2020-09-16 07:29:00,2020,9,spring,126.2,0.1,0.1,0.01,0.01,5.0,,91.9,7.31,0,0.0,0,0,0,0,0,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2020-09-16 10:17:00,2020,9,spring,132.3,0.3,0.31,0.01,0.01,5.0,,98.5,6.66,0,0.0,0,0,0,0,0,0.0
LITTLE PLAINS RIVER AT WELLESLEY (ROWES),Snowy,South Coast,2020-09-17 08:29:00,2020,9,spring,58.6,0.2,0.01,0.01,0.01,5.0,,86.8,7.06,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2020-09-17 08:45:00,2020,9,spring,784.0,0.6,0.09,0.06,0.01,15.0,16.8,95.0,8.13,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2020-09-17 09:48:00,2020,9,spring,761.0,0.4,0.01,0.05,0.01,20.0,21.3,100.7,8.23,0,0.0,0,0,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2020-09-17 10:21:00,2020,9,spring,546.0,0.5,0.12,0.01,0.01,5.0,7.9,81.1,7.32,0,0.0,0,0,0,0,0,1.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2020-09-17 10:40:00,2020,9,spring,875.0,0.5,0.01,0.13,0.01,48.0,49.7,94.3,8.36,3,1.0,1,1,0,1,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2020-09-17 11:27:00,2020,9,spring,733.0,0.2,0.01,0.07,0.04,18.0,17.5,104.2,8.46,0,0.0,0,0,0,0,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2020-09-17 11:41:00,2020,9,spring,189.2,0.1,0.03,0.01,0.01,5.0,,93.4,7.59,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2020-09-17 12:24:00,2020,9,spring,689.0,1.6,0.64,0.11,0.04,14.0,13.0,84.5,7.87,1,0.0,0,0,1,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2020-09-17 14:11:00,2020,9,spring,212.6,0.2,0.01,0.04,0.01,5.0,3.5,107.1,8.74,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2020-09-17 16:12:00,2020,9,spring,205.0,0.2,0.01,0.02,0.01,5.0,2.1,117.9,8.73,0,0.0,0,0,0,0,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2020-09-18 09:03:00,2020,9,spring,161.9,0.2,0.01,0.01,0.01,5.0,1.7,97.1,7.92,0,0.0,0,0,0,0,0,0.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2020-09-18 09:49:00,2020,9,spring,703.0,1.0,0.01,0.03,0.01,5.0,2.2,94.4,7.68,1,0.0,0,0,1,0,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2020-09-18 11:26:00,2020,9,spring,247.7,0.3,0.01,0.03,0.01,5.0,2.0,88.1,7.57,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2020-10-09 08:46:00,2020,10,spring,241.3,0.4,0.01,0.01,0.01,5.0,1.3,97.8,8.9,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2020-10-12 12:54:00,2020,10,spring,327.7,0.3,0.01,0.09,0.07,6.0,4.26,136.3,8.54,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT WIANGAREE,Richmond,Far North Coast,2020-10-12 14:04:00,2020,10,spring,189.9,0.3,0.01,0.08,0.05,9.0,7.88,107.2,8.02,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2020-10-12 15:40:00,2020,10,spring,195.7,0.3,0.01,0.02,0.01,5.0,2.28,124.9,8.18,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2020-10-13 07:26:00,2020,10,spring,74.6,0.1,0.01,0.01,0.01,5.0,1.7,79.4,6.91,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2020-10-13 09:38:00,2020,10,spring,177.5,0.3,0.01,0.02,0.01,5.0,4.8,103.1,8.2,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2020-10-13 09:43:00,2020,10,spring,101.7,0.2,0.01,0.01,0.01,31.0,1.67,106.9,7.88,0,0.0,0,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2020-10-13 11:26:00,2020,10,spring,57.1,0.2,0.01,0.01,0.01,5.0,1.93,98.1,7.43,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2020-10-13 16:55:00,2020,10,spring,145.3,0.2,0.02,0.03,0.01,6.0,3.82,100.3,7.6,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2020-10-15 07:44:00,2020,10,spring,989.0,0.5,0.01,0.09,0.01,36.0,31.0,87.6,7.75,1,0.0,0,1,0,0,0,1.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2020-10-15 08:44:00,2020,10,spring,943.0,0.6,0.01,0.1,0.01,57.0,43.3,84.7,7.7,2,1.0,1,1,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2020-10-15 09:13:00,2020,10,spring,650.0,0.4,0.01,0.01,0.01,5.0,5.6,82.0,6.49,0,0.0,0,0,0,0,0,1.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2020-10-15 09:35:00,2020,10,spring,1053.0,0.5,0.01,0.15,0.03,82.0,74.9,87.7,7.74,3,1.0,1,1,0,1,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2020-10-15 10:26:00,2020,10,spring,844.0,0.2,0.01,0.09,0.06,22.0,18.8,99.9,7.95,0,0.0,0,0,0,0,0,1.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2020-10-15 11:23:00,2020,10,spring,536.0,1.0,0.38,0.11,0.05,19.0,13.4,62.0,7.28,2,1.0,0,0,1,0,1,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2020-10-15 13:07:00,2020,10,spring,286.2,0.4,0.11,0.08,0.05,20.0,13.6,96.0,6.64,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2020-10-15 15:08:00,2020,10,spring,235.5,0.2,0.01,0.02,0.01,10.0,4.3,139.8,8.57,0,0.0,0,0,0,0,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2020-10-16 07:53:00,2020,10,spring,176.7,0.2,0.01,0.01,0.01,5.0,2.4,91.6,6.35,0,0.0,0,0,0,0,0,0.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2020-10-16 08:36:00,2020,10,spring,779.0,0.4,0.01,0.09,0.02,10.0,2.2,70.8,6.77,1,0.0,0,0,0,0,1,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2020-10-16 10:06:00,2020,10,spring,295.6,0.3,0.01,0.04,0.01,6.0,2.2,79.6,6.63,0,0.0,0,0,0,0,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2020-10-20 07:35:00,2020,10,spring,152.8,0.4,0.06,0.01,0.01,5.0,0.9,91.0,7.59,0,0.0,0,0,0,0,0,0.0
LITTLE PLAINS RIVER AT WELLESLEY (ROWES),Snowy,South Coast,2020-10-20 09:09:00,2020,10,spring,81.8,0.6,0.02,0.04,0.01,7.0,3.58,85.0,7.19,0,0.0,0,0,0,0,0,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2020-10-21 09:44:00,2020,10,spring,134.2,0.3,0.1,0.01,0.01,5.0,0.4,84.2,6.67,0,0.0,0,0,0,0,0,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2020-10-21 13:58:00,2020,10,spring,139.3,0.2,0.02,0.01,0.01,5.0,0.12,98.3,7.4,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2020-10-21 16:15:00,2020,10,spring,100.3,0.4,0.15,0.01,0.01,5.0,0.85,98.6,7.4,0,0.0,0,0,0,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2020-10-22 08:30:00,2020,10,spring,129.1,0.3,0.1,0.03,0.01,5.0,0.87,98.4,7.79,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2020-10-22 09:09:00,2020,10,spring,122.0,0.3,0.07,0.02,0.01,5.0,0.55,86.5,7.26,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2020-11-10 07:11:00,2020,11,spring,74.1,0.1,0.01,0.01,0.01,10.0,1.08,86.5,6.93,0,0.0,0,0,0,0,0,0.0
