station,catchment,zone,sample_date,year,month,season,ec_us_cm,total_n_mg_l,nox_n_mg_l,total_p_mg_l,reactive_p_mg_l,tss_mg_l,turbidity_ntu,do_sat_pct,ph,risk_score,high_concern,turbidity_ntu_bad,tss_mg_l_bad,total_n_mg_l_bad,total_p_mg_l_bad,do_sat_pct_bad,next_month_high_concern
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2017-08-24 11:03:00,2017,8,winter,340.0,0.16,0.02,0.048,0.048,10.0,4.5,102.0,8.0,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2017-08-24 12:38:00,2017,8,winter,220.0,0.28,0.03,0.01,0.008,10.0,2.4,105.0,8.3,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2017-09-12 13:31:00,2017,9,spring,951.0,0.45,0.03,0.028,0.012,10.0,8.3,124.0,7.6,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2017-09-12 14:34:00,2017,9,spring,785.0,0.38,0.04,0.028,0.005,12.0,11.3,136.0,7.8,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2017-09-12 15:45:00,2017,9,spring,1103.0,0.2,0.01,0.01,0.012,20.0,16.7,112.0,7.7,0,0.0,0,0,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2017-09-12 16:18:00,2017,9,spring,790.0,0.22,0.02,0.01,0.005,10.0,9.4,73.9,7.2,0,0.0,0,0,0,0,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2017-09-13 07:44:00,2017,9,spring,340.0,0.31,0.01,0.026,0.006,10.0,3.1,63.7,6.5,1,0.0,0,0,0,0,1,0.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2017-09-13 08:56:00,2017,9,spring,960.0,0.36,0.04,0.02,0.007,10.0,3.3,84.0,6.6,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2017-09-13 11:05:00,2017,9,spring,170.0,0.24,0.01,0.024,0.006,10.0,2.4,120.0,8.0,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2017-09-13 13:19:00,2017,9,spring,140.0,0.28,0.04,0.01,0.007,10.0,2.3,106.0,7.2,0,0.0,0,0,0,0,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2017-09-13 15:11:00,2017,9,spring,150.0,0.31,0.01,0.01,0.006,10.0,1.6,115.0,7.8,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2017-09-14 07:38:00,2017,9,spring,170.0,0.19,0.02,0.01,0.007,10.0,1.1,81.0,6.6,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2017-09-14 09:45:00,2017,9,spring,210.0,0.25,0.03,0.033,0.018,10.0,2.6,83.1,6.2,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2017-09-14 11:25:00,2017,9,spring,409.0,0.52,0.16,0.042,0.018,10.0,6.4,88.6,6.3,0,0.0,0,0,0,0,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2017-09-14 12:14:00,2017,9,spring,1121.0,0.51,0.02,0.061,0.059,10.0,1.9,109.0,6.9,0,0.0,0,0,0,0,0,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2017-09-19 13:08:00,2017,9,spring,120.0,0.16,0.01,0.01,0.005,10.0,1.0,94.0,6.8,0,0.0,0,0,0,0,0,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2017-09-19 15:05:00,2017,9,spring,140.0,0.11,0.02,0.01,0.005,10.0,1.2,94.7,7.4,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2017-09-19 15:56:00,2017,9,spring,120.0,0.12,0.03,0.01,0.005,10.0,0.9,92.9,7.2,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2017-09-20 08:11:00,2017,9,spring,130.0,0.2,0.02,0.01,0.005,10.0,1.3,87.4,7.4,0,0.0,0,0,0,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2017-09-20 10:52:00,2017,9,spring,220.0,0.28,0.03,0.02,0.006,10.0,1.9,109.0,8.3,0,0.0,0,0,0,0,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2017-09-20 12:21:00,2017,9,spring,240.0,0.14,0.02,0.01,0.005,10.0,0.8,98.9,7.8,0,0.0,0,0,0,0,0,0.0
LITTLE PLAINS RIVER AT WELLESLEY (ROWES),Snowy,South Coast,2017-09-20 14:03:00,2017,9,spring,92.0,0.23,0.02,0.02,0.005,10.0,7.0,94.8,7.5,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2017-09-27 10:35:00,2017,9,spring,82.0,0.14,0.01,0.01,0.005,10.0,2.4,92.7,7.4,0,0.0,0,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2017-09-27 12:35:00,2017,9,spring,59.0,0.17,0.01,0.01,0.005,10.0,1.1,96.8,7.7,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2017-09-27 13:58:00,2017,9,spring,130.0,0.19,0.01,0.01,0.005,10.0,3.1,119.0,8.4,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2017-09-28 08:28:00,2017,9,spring,210.0,0.2,0.01,0.033,0.012,10.0,3.2,77.2,7.6,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2017-09-28 11:14:00,2017,9,spring,380.0,0.19,0.01,0.068,0.054,10.0,6.1,117.0,8.3,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2017-09-28 12:43:00,2017,9,spring,230.0,0.34,0.01,0.02,0.005,10.0,3.9,109.0,8.4,0,0.0,0,0,0,0,0,1.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2017-10-16 11:56:00,2017,10,spring,806.0,0.69,0.01,0.12,0.006,34.0,47.9,117.0,8.3,2,1.0,1,1,0,0,0,0.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2017-10-16 13:02:00,2017,10,spring,720.0,0.4,0.02,0.05,0.005,30.0,29.4,110.0,8.2,0,0.0,0,0,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2017-10-16 13:41:00,2017,10,spring,934.0,0.4,0.01,0.01,0.005,22.0,17.4,73.4,7.4,1,0.0,0,0,0,0,1,0.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2017-10-16 14:07:00,2017,10,spring,896.0,0.34,0.01,0.058,0.005,31.0,20.5,98.4,8.2,0,0.0,0,0,0,0,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2017-10-17 07:29:00,2017,10,spring,350.0,0.26,0.01,0.025,0.005,10.0,2.7,67.4,7.5,1,0.0,0,0,0,0,1,1.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2017-10-17 09:02:00,2017,10,spring,1200.0,0.81,0.01,0.18,0.033,10.0,1.8,31.9,7.4,2,1.0,0,0,0,1,1,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2017-10-17 11:11:00,2017,10,spring,160.0,0.18,0.01,0.01,0.005,10.0,1.0,102.0,8.1,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2017-10-17 12:53:00,2017,10,spring,160.0,0.12,0.01,0.01,0.005,10.0,2.5,105.0,7.8,0,0.0,0,0,0,0,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2017-10-17 14:48:00,2017,10,spring,170.0,0.31,0.01,0.02,0.005,10.0,2.9,135.0,9.0,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2017-10-18 06:37:00,2017,10,spring,160.0,0.28,0.01,0.027,0.01,10.0,1.4,75.0,7.7,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2017-10-18 09:16:00,2017,10,spring,210.0,0.2,0.01,0.039,0.016,10.0,3.0,77.1,7.7,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2017-10-18 10:30:00,2017,10,spring,413.0,0.4,0.17,0.036,0.013,11.0,6.4,80.2,7.8,0,0.0,0,0,0,0,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2017-10-18 11:19:00,2017,10,spring,1187.0,0.14,0.01,0.059,0.053,10.0,3.2,113.0,8.4,0,0.0,0,0,0,0,0,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2017-10-24 11:51:00,2017,10,spring,120.0,0.1,0.01,0.01,0.005,10.0,0.9,84.1,7.7,0,0.0,0,0,0,0,0,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2017-10-24 13:24:00,2017,10,spring,140.0,0.11,0.01,0.01,0.005,10.0,1.8,85.0,7.4,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2017-10-24 14:20:00,2017,10,spring,120.0,0.18,0.01,0.02,0.005,10.0,2.0,107.0,7.5,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2017-10-25 07:14:00,2017,10,spring,100.0,0.24,0.01,0.01,0.005,10.0,2.3,74.4,7.5,0,0.0,0,0,0,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2017-10-25 09:11:00,2017,10,spring,210.0,0.28,0.02,0.091,0.005,10.0,2.6,97.2,7.9,0,0.0,0,0,0,0,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2017-10-25 10:58:00,2017,10,spring,260.0,0.12,0.01,0.01,0.005,10.0,1.0,85.2,7.6,0,0.0,0,0,0,0,0,0.0
LITTLE PLAINS RIVER AT WELLESLEY (ROWES),Snowy,South Coast,2017-10-25 12:46:00,2017,10,spring,90.0,0.24,0.01,0.02,0.005,17.0,6.7,83.8,7.8,0,0.0,0,0,0,0,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2017-11-14 10:35:00,2017,11,spring,1297.0,0.13,0.02,0.062,0.016,10.0,4.6,115.0,8.2,0,0.0,0,0,0,0,0,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2017-11-14 10:59:00,2017,11,spring,110.0,0.2,0.01,0.01,0.005,10.0,1.2,78.8,7.7,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2017-11-14 12:06:00,2017,11,spring,427.0,0.4,0.18,0.044,0.009,13.0,12.1,86.9,7.8,0,0.0,0,0,0,0,0,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2017-11-14 12:58:00,2017,11,spring,130.0,0.13,0.01,0.01,0.005,10.0,0.8,97.3,7.8,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2017-11-14 13:51:00,2017,11,spring,250.0,0.26,0.03,0.055,0.012,10.0,2.7,89.5,7.7,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2017-11-14 13:52:00,2017,11,spring,120.0,0.17,0.04,0.02,0.005,10.0,1.1,101.0,7.9,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2017-11-14 15:53:00,2017,11,spring,160.0,0.24,0.02,0.039,0.012,10.0,1.2,151.0,9.1,0,0.0,0,0,0,0,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2017-11-15 06:37:00,2017,11,spring,210.0,0.24,0.01,0.025,0.005,15.0,8.2,99.5,8.2,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2017-11-15 07:01:00,2017,11,spring,170.0,0.25,0.01,0.02,0.005,10.0,1.2,77.7,7.7,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2017-11-15 08:29:00,2017,11,spring,150.0,0.1,0.02,0.022,0.005,10.0,2.6,93.1,7.7,0,0.0,0,0,0,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2017-11-15 08:33:00,2017,11,spring,190.0,0.28,0.02,0.027,0.005,10.0,2.2,102.0,8.1,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2017-11-15 09:42:00,2017,11,spring,160.0,0.23,0.01,0.027,0.005,10.0,1.3,107.0,8.8,0,0.0,0,0,0,0,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2017-11-15 10:05:00,2017,11,spring,220.0,0.15,0.01,0.02,0.005,10.0,1.0,92.3,7.7,0,0.0,0,0,0,0,0,0.0
LITTLE PLAINS RIVER AT WELLESLEY (ROWES),Snowy,South Coast,2017-11-15 11:57:00,2017,11,spring,89.0,0.31,0.01,0.024,0.005,10.0,5.2,86.5,7.8,0,0.0,0,0,0,0,0,0.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2017-11-15 12:24:00,2017,11,spring,620.0,0.7,0.04,0.11,0.063,10.0,3.4,44.7,7.4,1,0.0,0,0,0,0,1,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2017-11-15 13:50:00,2017,11,spring,360.0,0.35,0.01,0.04,0.009,10.0,1.3,89.3,7.7,0,0.0,0,0,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2017-11-16 06:50:00,2017,11,spring,1005.0,0.28,0.01,0.021,0.005,10.0,3.6,57.3,7.4,1,0.0,0,0,0,0,1,0.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2017-11-16 07:15:00,2017,11,spring,1050.0,0.4,0.01,0.074,0.005,32.0,23.1,79.1,8.1,1,0.0,0,1,0,0,0,0.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2017-11-16 08:08:00,2017,11,spring,744.0,0.7,0.01,0.12,0.005,42.0,25.0,83.2,8.1,1,0.0,0,1,0,0,0,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2017-11-16 08:57:00,2017,11,spring,939.0,0.46,0.03,0.062,0.005,24.0,30.3,102.0,8.2,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2017-11-20 10:02:00,2017,11,spring,74.0,0.1,0.01,0.01,0.005,10.0,1.9,99.0,7.2,0,0.0,0,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2017-11-20 12:15:00,2017,11,spring,52.0,0.2,0.01,0.01,0.005,10.0,1.7,97.0,7.5,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2017-11-20 13:54:00,2017,11,spring,140.0,0.34,0.02,0.021,0.005,10.0,9.0,106.0,7.8,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2017-11-21 08:20:00,2017,11,spring,140.0,0.26,0.03,0.066,0.033,10.0,13.3,95.3,7.6,0,0.0,0,0,0,0,0,1.0
RICHMOND RIVER AT WIANGAREE,Richmond,Far North Coast,2017-11-21 10:30:00,2017,11,spring,250.0,0.62,0.06,0.26,0.14,51.0,60.1,91.6,7.8,3,1.0,1,1,0,1,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2017-11-21 11:59:00,2017,11,spring,280.0,0.33,0.01,0.13,0.079,12.0,12.7,97.5,7.8,1,0.0,0,0,0,1,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2017-11-21 13:34:00,2017,11,spring,170.0,0.45,0.02,0.03,0.01,10.0,10.6,99.5,7.6,0,0.0,0,0,0,0,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2017-12-12 07:23:00,2017,12,summer,360.0,0.42,0.01,0.034,0.008,10.0,1.6,67.8,7.4,1,0.0,0,0,0,0,1,1.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2017-12-12 08:51:00,2017,12,summer,520.0,0.94,0.01,0.23,0.12,10.0,3.6,,7.1,2,1.0,0,0,1,1,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2017-12-12 11:09:00,2017,12,summer,150.0,0.22,0.01,0.01,0.005,10.0,0.8,114.0,8.4,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2017-12-12 12:48:00,2017,12,summer,130.0,0.16,0.01,0.01,0.005,10.0,1.5,107.0,7.7,0,0.0,0,0,0,0,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2017-12-12 14:34:00,2017,12,summer,1100.0,0.41,0.01,0.02,0.005,17.0,1.2,189.0,9.4,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2017-12-12 16:06:00,2017,12,summer,170.0,0.36,0.01,0.033,0.012,10.0,0.9,187.0,9.3,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2017-12-13 07:45:00,2017,12,summer,230.0,0.44,0.04,0.077,0.032,15.0,7.0,55.7,7.7,1,0.0,0,0,0,0,1,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2017-12-13 09:03:00,2017,12,summer,333.0,0.43,0.04,0.054,0.01,23.0,7.8,78.2,8.0,0,0.0,0,0,0,0,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2017-12-13 10:12:00,2017,12,summer,1190.0,0.35,0.01,0.1,0.023,20.0,10.9,104.0,8.3,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2017-12-13 11:46:00,2017,12,summer,559.0,0.45,0.01,0.075,0.005,30.0,24.4,98.1,8.2,0,0.0,0,0,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2017-12-13 12:32:00,2017,12,summer,1099.0,0.29,0.01,0.02,0.005,10.0,12.6,76.3,7.6,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2017-12-13 13:04:00,2017,12,summer,687.0,0.47,0.01,0.062,0.005,33.0,24.1,108.0,8.2,1,0.0,0,1,0,0,0,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2017-12-13 13:53:00,2017,12,summer,781.0,0.62,0.01,0.089,0.005,40.0,30.7,122.0,8.3,1,0.0,0,1,0,0,0,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2017-12-18 10:44:00,2017,12,summer,86.0,0.22,0.01,0.01,0.005,10.0,1.1,64.1,7.1,1,0.0,0,0,0,0,1,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2017-12-18 12:46:00,2017,12,summer,110.0,0.11,0.01,0.01,0.005,10.0,1.0,92.9,7.7,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2017-12-18 13:39:00,2017,12,summer,94.0,0.16,0.04,0.01,0.005,10.0,1.6,92.9,7.7,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2017-12-19 06:49:00,2017,12,summer,110.0,0.21,0.04,0.024,0.013,10.0,1.3,74.9,7.8,0,0.0,0,0,0,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2017-12-19 07:36:00,2017,12,summer,160.0,0.26,0.06,0.046,0.032,10.0,3.3,93.3,7.8,0,0.0,0,0,0,0,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2017-12-19 09:07:00,2017,12,summer,220.0,0.18,0.01,0.01,0.005,10.0,3.4,85.8,7.7,0,0.0,0,0,0,0,0,0.0
LITTLE PLAINS RIVER AT WELLESLEY (ROWES),Snowy,South Coast,2017-12-19 10:33:00,2017,12,summer,92.0,0.44,0.01,0.036,0.005,10.0,6.3,78.2,7.7,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2017-12-20 08:13:00,2017,12,summer,220.0,0.39,0.01,0.032,0.008,10.0,5.8,89.3,8.2,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2017-12-20 10:08:00,2017,12,summer,240.0,0.23,0.01,0.095,0.082,13.0,20.8,99.2,8.5,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT WIANGAREE,Richmond,Far North Coast,2017-12-20 11:30:00,2017,12,summer,200.0,0.19,0.03,0.097,0.079,10.0,10.6,104.0,8.1,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2017-12-20 13:29:00,2017,12,summer,170.0,0.16,0.01,0.051,0.03,10.0,7.3,105.0,7.9,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2017-12-21 06:43:00,2017,12,summer,130.0,0.2,0.01,0.01,0.005,10.0,2.6,86.9,7.7,0,0.0,0,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2017-12-21 08:38:00,2017,12,summer,54.0,0.14,0.01,0.01,0.005,10.0,2.1,85.4,7.2,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2017-12-21 10:45:00,2017,12,summer,77.0,0.1,0.01,0.01,0.005,10.0,4.1,79.1,7.1,0,0.0,0,0,0,0,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2018-01-15 08:17:00,2018,1,summer,360.0,0.44,0.01,0.037,0.008,10.0,2.0,61.9,7.3,1,0.0,0,0,0,0,1,0.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2018-01-15 09:52:00,2018,1,summer,700.0,0.75,0.01,0.17,0.07,10.0,4.2,,7.2,1,0.0,0,0,0,1,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2018-01-15 11:24:00,2018,1,summer,140.0,0.2,0.01,0.01,0.005,10.0,1.5,101.0,7.7,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2018-01-15 12:41:00,2018,1,summer,140.0,0.27,0.01,0.02,0.005,10.0,1.1,118.0,8.5,0,0.0,0,0,0,0,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2018-01-15 15:28:00,2018,1,summer,170.0,0.31,0.01,0.02,0.005,10.0,1.0,238.0,9.9,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2018-01-16 06:44:00,2018,1,summer,200.0,0.35,0.01,0.03,0.014,10.0,1.0,44.9,7.6,1,0.0,0,0,0,0,1,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2018-01-16 08:51:00,2018,1,summer,290.0,0.39,0.02,0.093,0.032,15.0,12.5,57.9,7.6,1,0.0,0,0,0,0,1,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2018-01-16 10:01:00,2018,1,summer,371.0,0.4,0.13,0.045,0.013,11.0,9.2,80.6,7.9,0,0.0,0,0,0,0,0,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2018-01-16 10:36:00,2018,1,summer,98.0,0.23,0.01,0.01,0.005,10.0,1.4,64.3,8.0,1,0.0,0,0,0,0,1,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2018-01-16 10:46:00,2018,1,summer,1805.0,0.17,0.02,0.064,0.031,10.0,1.3,93.8,7.8,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2018-01-16 12:10:00,2018,1,summer,806.0,0.41,0.01,0.073,0.009,25.0,23.6,94.3,8.2,0,0.0,0,0,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2018-01-16 12:37:00,2018,1,summer,1235.0,0.34,0.01,0.01,0.005,10.0,16.3,82.3,7.4,0,0.0,0,0,0,0,0,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2018-01-16 12:38:00,2018,1,summer,110.0,0.13,0.01,0.01,0.005,10.0,0.9,93.3,8.0,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2018-01-16 13:06:00,2018,1,summer,396.0,0.38,0.01,0.044,0.005,16.0,17.4,104.0,8.3,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2018-01-16 13:30:00,2018,1,summer,100.0,0.14,0.01,0.01,0.005,10.0,1.2,104.0,7.9,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2018-01-16 13:52:00,2018,1,summer,997.0,0.51,0.01,0.084,0.012,25.0,33.4,113.0,8.3,1,0.0,1,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2018-01-17 06:59:00,2018,1,summer,160.0,0.25,0.02,0.021,0.011,10.0,1.6,77.9,7.9,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2018-01-17 08:02:00,2018,1,summer,160.0,0.51,0.01,0.049,0.02,10.0,15.6,89.0,7.8,0,0.0,0,0,0,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2018-01-17 08:06:00,2018,1,summer,190.0,0.31,0.03,0.042,0.022,10.0,4.6,97.2,7.9,0,0.0,0,0,0,0,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2018-01-17 09:40:00,2018,1,summer,210.0,0.18,0.01,0.01,0.005,10.0,1.0,89.2,7.9,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2018-01-17 09:48:00,2018,1,summer,280.0,0.43,0.02,0.16,0.13,10.0,12.9,85.8,8.0,1,0.0,0,0,0,1,0,0.0
LITTLE PLAINS RIVER AT WELLESLEY (ROWES),Snowy,South Coast,2018-01-17 11:04:00,2018,1,summer,100.0,0.42,,0.029,,10.0,8.0,90.7,8.1,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT WIANGAREE,Richmond,Far North Coast,2018-01-17 11:15:00,2018,1,summer,230.0,0.22,0.01,0.096,0.082,10.0,9.5,99.7,8.1,0,0.0,0,0,0,0,0,0.0
